text,label,source
"hoaks! Berdasarkan verifikasi Kompas.com sejauh ini, informasi ini tidak benar. KOMPAS.com - Di media sosial beredar tautan yang diklaim sebagai akses untuk mendapatkan bantuan benih udang gratis dari pemerintah. Namun, berdasarkan penelusuran Tim Cek Fakta Kompas.com, tautan tersebut hoaks dan terindikasi modus pencurian data pribadi. Narasi yang beredar Tautan yang diklaim untuk akses bantuan benih udang gratis dari pemerintah dibagikan oleh akun Facebook ini, ini, dan ini, pada April 2026. Berikut narasi yang dibagikan: PROGRAM BANTUAN PEMERINTAH 2026 BANTUAN BIBIT UDANG GRATIS Dalam rangka meningkatkan kesejahteraan masyarakat dan mendukung sektor perikanan, pemerintah membuka program bantuan bibit udang tahun 2026.",0,www.kompas.com
"Tautan Pendaftaran Bantuan Bibit Udang Gratis 2026. Akun Facebook “Nur Rahmayani” pada Minggu (3/5/2026) membagikan foto disertai takarir:“Saatnya masyarakat bangkit dan mandiri! Kami menghadirkan Program Bantuan Bibit Udang gratis sebagai upaya mendukung budidaya udang, ketahanan pangan, dan peningkatan kesejahteraan masyarakat. Program ini terbuka untuk warga yang serius ingin berusaha dan berkembang. Ayo daftar sekarang dan jadilah bagian dari perubahan!! Untuk pendaftaran silahkan klik link https://dftrsekarangjuga[dot]niliini[dot]com/”Tim Pemeriksa Fakta Mafindo (TurnBackHoax) menemukan klaim serupa di akun TikTok “inspirasi_masyarakat” . Per Minggu (31/5/2026) konten tersebut telah mendapat lebih dari 50 tanda suka, menuai 79 komentar, dan dibagikan ulang sebanyak 1 kali oleh pengguna Facebook lainnya.",1,TurnBackHoax_Cleaned
"SEBUAH akun Facebook Program Pemerintah Terbaru [arsip] mengunggah video tentang bantuan pakan dan bibit ikan gratis 2025 dari pemerintah. Konten itu memuat tautan pendaftaran online bagi warga yang ingin mengakses bantuan melalui: https://daftarsekarang11.berita-ku.com/. Bantuan akan diberikan untuk seluruh peternak ikan, maupun yang masih berencana. Scroll ke bawah untuk melanjutkan membaca Iklan Benarkah ini tautan pendaftaran bantuan bibit dan pakan dari Kementerian Kelautan dan Perikanan? PEMERIKSAAN FAKTA Tempo memverifikasi konten tersebut dengan menganalisis tautan yang disertakan, lalu membandingkannya dengan versi asli. Hasilnya, meski benar Kementerian Kelautan dan Perikanan memiliki program bantuan bibit ikan, namun tautan tersebut adalah palsu. Tautan https://daftarsekarang11.berita-ku.com bukan milik Kementerian Kelautan dan Perikanan.",0,www.tempo.co
"Hasil Sidang Menyatakan Ijazah Jokowi Terbukti Palsu. Beredar unggahan gambar dari akun Facebook “Murshid 2” pada Senin (25/5/2026) yang memuat narasi :“ricuh hasil sidang ijazah JKW ijazah jokowi ditunjukan, ternyata benar-benar palsu!”",1,TurnBackHoax_Cleaned
"klarifikasi! Berdasarkan verifikasi Kompas.com sejauh ini, ada yang perlu diluruskan terkait informasi ini. KOMPAS.com - Sidang perkara gugatan ijazah mantan Presiden, Joko Widodo (Jokowi) kembali digelar di Pengadilan Negeri (PN) Surakarta, Jawa Tengah pada Selasa (6/1/2026) pagi.",0,www.kompas.com
"Tautan Rekrutmen Pegawai BNI 2026. Beredar foto dari akun TikTok “loker.resmi.bni” pada Senin (18/5/2026) berisi narasi:rekrutmen pegawai BNI 2026Formasi yang Dibuka:Assistant Development Program (ADP)Officer Development Program (ODP) Retail BankingBina BNI Teller & AdministrasiKualifikasi Singkat:Terbuka untuk fresh graduatePendidikan SMA/SMK hingga S1/S2 (sesuai posisi)Komunikatif, proaktif & siap berkembang Dari pengamatan Tim Pemeriksa Fakta Mafindo (TurnBackHoax), terdapat tautan pendaftaran di bio akun.",1,TurnBackHoax_Cleaned
"Kalau lagi cari peluang karier di dunia perbankan, ini kabar yang nggak boleh dilewatkan. PT Bank Negara Indonesia (Persero) Tbk membuka lowongan kerja (loker) 2026 lewat program Officer Development Program (ODP) Wealth Management. Program ini dirancang untuk mencetak calon leader di industri keuangan. Lowongan ini terbuka untuk fresh graduate loh, dan pendaftarannya cuma sampai 27 April 2026. Jadi, kalau kamu tertarik masuk dunia wealth management dan investasi, sekarang waktunya buat mulai gerak dan siapkan diri dari sekarang. SCROLL TO CONTINUE WITH CONTENT Apa Itu ODP BNI 2026?",0,www.detik.com
"Tautan Pendaftaran Lowongan Bank Syariah Indonesia 2026. Akun TikTok “lowongan kerja BSI 2026” pada Kamis (14/5/2026) mengunggah foto disertai takarir:lowongan kerja BSI 2026Bank Syariah Indonesia membuka kesempatan berkarir untuk posisi:Teller, Customer Service, Staff Administrasi, Relationship Manager, Marketing StaffKualifikasi:Pendidikan minimal SMA/SMK sederajat D3/S1 semua jurusanFresh Graduate dipersilakan melamar Mampu bekerja dalam tim Komunikatif & bertanggung jawab Berpenampilan rapi dan sopanFasilitas: Gaji pokok, Tunjangan kerja, bpjs & asuransi, Bonus dan jenjang karirPenempatan: Cabang sesuai domisili masing-masing.#loker #lowongankerja #tiktokgogempar #promomakanharianDari pengamatan Tim Pemeriksa Fakta Mafindo (TurnBackHoax), terdapat tautan di bio akun tersebut",1,TurnBackHoax_Cleaned
"detikBali berusaha menyediakan informasi lowongan kerja yang akurat dan terkini. Namun, para pencari kerja diharapkan untuk memverifikasi detail lowongan sebelum mengambil keputusan berdasarkan informasi yang diberikan dan tetap berhati-hati dengan penipuan. Kali ini kabar baik datang dari BUMN yang sedang membuka lowongan di beberapa Bank dengan posisi strategis. Bank BUMN yang turut serta memberikan peluang kerja ini adalah Bank Mandiri, Bank Syariah Indonesia (BSI), dan Bank Rakyat Indonesia (BRI). Apa Saja Loker Bank BUMN yang Dibuka Per April 2026? SCROLL TO CONTINUE WITH CONTENT 1. Bank Mandiri Program ini dipersiapkan bagi pelamar untuk menempati posisi kepemimpinan di berbagai tingkatan. Dengan begitu pelamar juga akan dilatih langsung oleh para bankir profesional serta pemimpin yang sangat berpengalaman di berbagai aspek perbankan.",0,www.detik.com
"Dokumen Kementerian Imigrasi soal Penolakan Warga Palestina Masuk Indonesia. Beredar unggahan gambar dari akun X “@MariaAlkaff_” pada Sabtu (9/5/2026) yang mengklaim Menteri Imigrasi RI menerbitkan surat dinas untuk menolak masuk setiap warga negara Palestina. Unggahan tersebut menyertakan tangkapan layar dokumen tanpa kop tertanggal 17 September 2025. Berikut narasi lengkapnya:“Ternyata ada bukti surat arahan Menteri Imigrasi Ri untuk tolak masuk tiap warga PalestinaKalau memang presiden tidak tahu, kalau memang menteri-menterinya tidak tahu, kalau memang ini perbuatan oknum-oknum di instansi-instansi tertentu, kita minta ada tindakan. Orang-orang yang menghalangi tersebut berhentikan pecat dan tolong orang-orang yang tadi tidak jadi kemari undang secara resmi. Saya minta Saya minta teman-teman tersebut, Dr. Basim Naim dan timnya undang ke Indonesia.Bahkan kalau dia bertemu dengan presiden, biar presiden dengar langsung dari orang Palestina, dari pejuang palestina tentang apa yang terjadi di sana. Katanya Presiden mau bela Palestina, katanya presiden mau tahu soal Palestina, dengar dari sumbernya langsung. Undang mereka ke istana.Kalaupun presiden tidak mau terima ke istana, setidaknya biarkan dia datang untuk silaturahmi dengan ormas-ormas Islam.Sebelum ke Indonesia, delegasi Palestina ini disambut hangat oleh PM Malaysia, Anwar Ibrahim, dan para ulama di sana.Kok di Indonesia Ditolak ?? Karena Gabung BoP!?”",1,TurnBackHoax_Cleaned
"UNGGAHAN akun X [arsip] dan Facebook mengklaim Menteri Imigrasi RI menerbitkan surat dinas untuk menolak masuk setiap warga negara Palestina. Unggahan tersebut menyertakan tangkapan layar dokumen tanpa kop tertanggal 17 September 2025. Pemilik akun mengunggah gambar dokumen yang mencantumkan nama Direktur Visa dan Dokumen Perjalanan Kementerian Imigrasi dan Pemasyarakatan (Impas) RI Eko Budianto, serta foto Habib Rizieq Shihab dan Dr. Basem Naim. Narasi unggahan menyebutkan mantan Menteri Kesehatan Palestina Dr. Basem Naim dan rombongan hendak ke Indonesia pada 25 April 2026 seusai melawat ke Kuala Lumpur, namun permohonan visanya ditolak KBRI Kuala Lumpur. Scroll ke bawah untuk melanjutkan membaca Iklan Benarkah Kementerian Imigrasi menerbitkan surat penolakan terhadap warga negara Palestina? PEMERIKSAAN FAKTA Tempo memverifikasi konten tersebut melalui penelusuran pemberitaan media kredibel. Faktanya, Kementerian Imigrasi dan Pemasyarakatan tidak pernah menerbitkan nota dinas seperti yang beredar di publik. BACA JUGA Pejabat Israel Gagal Pidato di Sidang ILO karena Diprotes Saat membandingkan dokumen itu dengan Keputusan Menteri M.IP-10.HK.03.02 Tahun 2025 tentang Tata Naskah Dinas, Tempo menemukan perbedaan format yang mencolok. BACA JUGA Israel Luncurkan Registrasi Tanah Digital di Tepi Barat Sesuai aturan, nota dinas sebagai sarana komunikasi komunikasi internal antarpejabat tidak dibubuhi cap dinas, tembusannya hanya berlaku di lingkungan unit kerja internal, dan wajib mencantumkan jumlah lampiran.",0,www.tempo.co
"Dokumen Kementerian Imigrasi soal Penolakan Warga Palestina Masuk Indonesia. Beredar unggahan gambar dari akun X “@MariaAlkaff_” pada Sabtu (9/5/2026) yang mengklaim Menteri Imigrasi RI menerbitkan surat dinas untuk menolak masuk setiap warga negara Palestina. Unggahan tersebut menyertakan tangkapan layar dokumen tanpa kop tertanggal 17 September 2025. Berikut narasi lengkapnya:“Ternyata ada bukti surat arahan Menteri Imigrasi Ri untuk tolak masuk tiap warga PalestinaKalau memang presiden tidak tahu, kalau memang menteri-menterinya tidak tahu, kalau memang ini perbuatan oknum-oknum di instansi-instansi tertentu, kita minta ada tindakan. Orang-orang yang menghalangi tersebut berhentikan pecat dan tolong orang-orang yang tadi tidak jadi kemari undang secara resmi. Saya minta Saya minta teman-teman tersebut, Dr. Basim Naim dan timnya undang ke Indonesia.Bahkan kalau dia bertemu dengan presiden, biar presiden dengar langsung dari orang Palestina, dari pejuang palestina tentang apa yang terjadi di sana. Katanya Presiden mau bela Palestina, katanya presiden mau tahu soal Palestina, dengar dari sumbernya langsung. Undang mereka ke istana.Kalaupun presiden tidak mau terima ke istana, setidaknya biarkan dia datang untuk silaturahmi dengan ormas-ormas Islam.Sebelum ke Indonesia, delegasi Palestina ini disambut hangat oleh PM Malaysia, Anwar Ibrahim, dan para ulama di sana.Kok di Indonesia Ditolak ?? Karena Gabung BoP!?”",1,TurnBackHoax_Cleaned
"REPUBLIKA.CO.ID, JAKARTA -- Viral di media sosial gambar surat edaran di jajaran keimigrasian agar menolak masuknya warga Palestina lewat seluruh pintu masuk keimigrasian di Indonesia. Menteri Imigrasi dan Pemasyarakatan (Imipas) Agus Andrianto membantah pernah mengeluarkan surat edaran tersebut. Agus menyatakan merasa heran dengan isi surat yang beredar itu. Sebab dirinya tak pernah membahas itu bersama Menteri Luar Negeri (Menlu) Sugiono. ""Nggak bener lah itu. Kapan pula Pak Menlu ke kantor saya memberi arahan bersama ke pegawai masalah itu,"" kata Agus kepada Republika pada Rabu (7/1/2026) dini hari. Agus mengungkap anak buahnya masih menerbitkan visa bagi WN Palestina. Sehingga Agus mempertanyakan keaslian surat itu yang berisi larangan sejak 17 September 2025. ""Surat itu tertanggal bulan September tanggal 17 sementara kami masih terbitkan Visa September-Desember 2025 ada 1.270 Visa yang kita terbitkan untuk warga Palestina. November kita terbitkan 20 Visa dengan tarif Rp 0 untuk mahasiswa yang mendapatkan beasiswa dari Unhan,"" ucap Agus. Bagaimanapun, Agus menyatakan bakal menelusuri ada apa di balik penerbitan surat edaran yang mencantumkan namanya tersebut. ""Saya suruh dalami terbitnya surat tersebut.. Itu yang lagi saya minta didalami (hoaks atau bukan),"" ucap Agus. Surat edaran soal penolakan warga Palestina yang beredar di media sosial. - (Dok Republika) Agus juga memastikan Palestina tak termasuk negara yang harus menempuh prosedur calling visa. Ini berbeda dengan pemberian calling visa kepada WN Israel.",0,news.republika.co.id
"Utang Whoosh Bakal Lunas dalam Dua Bulan, Pakai Dana Danantara. Kanal YouTube “dpcprikabbatang” pada April 2026 mengunggah video berisi narasi:Bikin kaget! Ternyata Pak Prabowo diam-diam lunasin hutang Whoosh! Kalau kalian bilang hutang Whoosh dibayar pakai apbn, kamu salah besar! Soalnya hutang Whoosh ini akan lunas dalam 2 bulan lagi dengan dana dari Danantara. Dulu Danantara buatan Pak Prabowo ini penuh dengan kritikan, dan Whoosh dianggap beban negara, tapi itulah mengapa Pak Prabowo menciptakan Danantara, karena di saat seperti ini kita bisa merasakan manfaatnya.",1,TurnBackHoax_Cleaned
"LEBIH dari 25 unggahan di Instagram [arsip], Facebook, Threads, TikTok, atau YouTube, mengklaim Presiden Prabowo Subianto bakal melunasi utang kereta cepat Jakarta-Bandung Whoosh dalam dua bulan. Narasi ini beredar sejak 11 April 2026. Pelunasan tersebut diklaim dilakukan melalui Badan Pengelola Investasi (BPI) Daya Anagata Nusantara (Danantara) agar tidak membebani Anggaran Pendapatan dan Belanja Negara (APBN). “Akhirnya Utang Kereta Whoosh akan lunas dalam 2 bulan dibayar Danantara,” tulis akun-akun tersebut.",0,www.tempo.co
"Prabowo Segel Selat Malaka. Beredar unggahan video dari akun Facebook “Mini Kawo” pada Sabtu (9/5/2026) yang mengklaim Presiden Prabowo Subianto menyegel Selat Malaka dan memicu kemarahan Singapura, Malaysia, dan Amerika Serikat, bahkan disebut bisa membuat Singapura dan Malaysia bangkrut total. Berikut narasi lengkapnya:amerika marah besarprabowo TNI segel malakamalaysia nangis kelaparan DAN TAK percayatni blokade malaka amerika marah & panikprabowo berani!!segel selat malaka yang notabene singapura DAN malaysia jadi bangkrut total",1,TurnBackHoax_Cleaned
"VIDEO bernarasi Presiden Prabowo Subianto menyegel Selat Malaka beredar di Facebook [arsip] dan TikTok. Tindakan ini diklaim memicu kemarahan Singapura, Malaysia, dan Amerika Serikat, bahkan disebut bisa membuat Singapura dan Malaysia bangkrut total. Video tersebut menampilkan potongan gambar Prabowo, Perdana Menteri Malaysia Anwar Ibrahim, dan Presiden AS Donald Trump. Narator menyebutkan keputusan penyegelan diambil dalam pertemuan antarnegara demi kedaulatan mutlak Republik Indonesia. Scroll ke bawah untuk melanjutkan membaca Iklan Namun, benarkah Prabowo menyegel Selat Malaka?",0,www.tempo.co
"Ratusan Purnawirawan Duduki MPR RI, Desak Percepat Pemakzulan Gibran. Beredar unggahan foto dari akun Facebook “Murshid 2” pada Senin (11/5/2026). Unggahan beserta narasi :“breaking NEWS398 purnawirawanduduki MPR ridesak percepat pemakzulan gibrannyatakan prabowo TAK percaya lagi gibran?”",1,TurnBackHoax_Cleaned
"JAKARTA, KOMPAS.com - MPR RI masih belum menentukan langkah tindak lanjut terhadap surat yang mengusulkan pemakzulan Wakil Presiden RI Gibran Rakabuming Raka. Meski surat dari Forum Purnawirawan TNI itu sudah diterima pihak Parlemen, surat tersebut harus melalui jalan panjang sebelum ditindaklanjuti.",0,nasional.kompas.com
"Ratusan Purnawirawan Duduki MPR RI, Desak Percepat Pemakzulan Gibran. Beredar unggahan foto dari akun Facebook “Murshid 2” pada Senin (11/5/2026). Unggahan beserta narasi :“breaking NEWS398 purnawirawanduduki MPR ridesak percepat pemakzulan gibrannyatakan prabowo TAK percaya lagi gibran?”",1,TurnBackHoax_Cleaned
"JAKARTA, KOMPAS.com - Anggota DPR Fraksi PDI-P sekaligus Wakil Ketua Komisi XIII DPR Andreas Hugo Pareira mengapresiasi Forum Purnawirawan TNI yang mengirim surat pemakzulan Wapres Gibran Rakabuming Raka kepada DPR, MPR, dan DPD.",0,nasional.kompas.com
"Pigai: Penculikan WNI oleh Militer Israel Adalah Risiko Memasuki Zona Berbahaya. Akun Facebook “Ardian Channel” pada Rabu (20/5/2026) mengunggah foto berisi narasi: “Militer Israel Telah Menculik 9 Jurnalis WNI Menteri HAM Pigai: “Itu Resiko, Siapa Yang Nyuruh ke Zona Berbahaya”.Pengunggah juga menuliskan takarir:“Terkait Militer Israel Sandera 9 Jurnalis WNI (warga negara Indonesia)Menteri HAM Pigai : “ Itu Salah Sendiri “.”.",1,TurnBackHoax_Cleaned
"BANDUNG, KOMPAS.com - Menteri Hak Asasi Manusia (HAM) Natalius Pigai mengatakan, pemerintah Indonesia terus mengupayakan perlindungan terhadap aktivis dan jurnalis asal Indonesia yang diculik tentara Israel saat menjalankan misi kemanusiaan di perairan Siprus. Pigai menyebut upaya perlindungan dilakukan melalui jalur diplomasi dan mekanisme internasional karena Indonesia tidak memiliki hubungan diplomatik dengan Israel. “Kami sudah sampaikan, melalui Kementerian Luar Negeri sudah menyampaikan kecaman.",0,nasional.kompas.com
"asean Sebut Indonesia Bakal Bangkrut Tahun 2030. Pada Jumat (22/5/2026), akun Facebook “Herna Rizky” mengunggah konten yang mengklaim asean memprediksi Indonesia akan bangkrut pada 2030 akibat utang yang tidak terkendali.Berikut narasi lengkap unggahan tersebut:“Virall!!hutang negara bisa-bisa bikin bangkrut.!?asean ingatkan kalau hutang tak terkendali Indonesia bisa bubar seperti Sri LankaNetizen: 2025 pajak mencekik, pejabat pesta mobil dinas, rumah dinas. 2030 bangkrut, mirip venezuela”",1,TurnBackHoax_Cleaned
"SEBUAH konten beredar di X [arsip], Threads, dan Instagram dengan klaim ASEAN memprediksi Indonesia bangkrut pada tahun 2030 seperti Sri Lanka akibat utang. Unggahan itu menampilkan pria berkacamata dan mengenakan jas hitam, duduk di depan latar tulisan AMRO. Selain logo updatenusantara.com, terdapat tulisan di atas foto: ASEAN Ingatkan RI Bisa Runtuh 2030 Akibat Utang Membengkak, Nasib Bisa Serupa Sri Lanka! Scroll ke bawah untuk melanjutkan membaca Iklan BACA JUGA RI-Singapura Bahas Kerja Sama Proyek Energi Hijau Hingga artikel ini dibuat, konten itu sudah dilihat 3.613 kali, disukai 200 pengguna, dan dibagikan ulang sebanyak 83 kali.",0,www.tempo.co
"Purbaya Bagi-Bagi Dana Iduladha. Akun TikTok “danahibah369” pada Sabtu (16/5/2026) mengunggah video , isinya memperlihatkan Menteri Keuangan Purbaya Yudhi Sadewa menuturkan narasi sebagai berikut:“Berhubung Idul Adha sudah dekat, saya mencari 200 orang. Yang mau saya bantu hubungi saya sekarang untuk daftarkan data diri anda”.",1,TurnBackHoax_Cleaned
"Sri Mulyani Indrawati dan Purbaya Yudhi Sadewa melakukan prosesi Serah Terima Jabatan (Sertijab) posisi Menteri Keuangan (Menkeu) di Kementerian Keuangan (Kemenkeu), Selasa (9//9/2025).Dalam sambutannya, Menkeu Purbaya menyampaikan apresiasi dan pujiannya kepada Sri Mulyani, atas kepemimpinannya, Kemenkeu berhasil menjaga stab",0,video.kompas.com
"Kemenag Tuding Amien Rais Provokator Bangsa. Beredar unggahan foto pada Selasa (5/5/2026) dari akun Facebook “Nexs Times” berisi narasi:kemenag menuding Amin rais Adalah propokator Bangsa ,yang bisa merusak tatanan demokrasi.kemenag juga menegaskan""Kalau mau mencati jabatan tidak usah berdalih menjatuhkan lawan,itu salah satu perbuatan yang hina.",1,TurnBackHoax_Cleaned
"PAN: jangan provokasi Amien Rais demi agenda politik pribadi Jakarta (ANTARA) - Politikus Partai Amanat Nasional (PAN) Viva Yoga Mauladi meminta para kader partainya yang tidak terakomodasi masuk dalam kepengurusan periode 2020-2025, jangan memprovokasi Amien Rais demi agenda politik pribadi dengan mengusulkan mendirikan PAN Reformasi. ""Jangan memprovokasi Amien Rais menjadi cap stempel demi agenda politik pribadi dan ambisi kader yang kecewa,"" kata Viva Yoga di Jakarta, Kamis.",0,m.antaranews.com
"Rekrutmen Tim Ekspedisi Patriot. Beredar video dari akun TikTok “tim.ekspedisi.patriot” pada Selasa (12/5/2026) disertai takarir sebagai berikut:rekrutmen TEP 2026 resmi DIBUKAKesempatan emas untuk kamu yang ingin bergabung bersama Tim Ekspedisi Patriot (TEP) 🚩Jadilah bagian dari generasi muda yang siap berkembang, berkontribusi, dan membangun Indonesia lebih maju!📌 Pendaftaran dibuka mulai:🗓️ 1 Mei — 21 Mei 2026✅ Pendaftaran gratis✅ Terbuka untuk putra & putri Indonesia✅ Kesempatan pengalaman dan pengembangan diri yang luar biasa⚠️ Kuota terbatas! Jangan sampai terlambat mendaftar.Segera daftar sekarang melalui website yang ada di BIO sebelum pendaftaran ditutup! 🔥Dari pengamatan Tim Pemeriksa Fakta Mafindo (TurnBackHoax), terdapat tautan pendaftaran di bio akun.",1,TurnBackHoax_Cleaned
"Kementerian Transmigrasi kini membuka pintu bagi para inovator dan akademisi untuk mengukir sejarah baru dalam pembangunan nasional. Melalui program Tim Ekspedisi Patriot (TEP) 2026, pemerintah tidak hanya sekadar membangun wilayah, tetapi juga mempertegas kedaulatan serta memacu kesejahteraan masyarakat hingga ke pelosok negeri. Sesuai dengan Peraturan Menteri Transmigrasi Nomor 3 Tahun 2026, program ini lebih dari sekadar kunjungan rutin, melainkan merupakan langkah terencana untuk meneliti potensi daerah dengan pendekatan ilmiah. Apakah Anda siap menjadi bagian dari perjalanan sejarah pengembangan Indonesia? Pelajari lebih lanjut di bawah ini! Apa Itu Tim Ekspedisi Patriot (TEP)? Mengacu pada Peraturan Menteri Transmigrasi Nomor 3 Tahun 2026, Tim Ekspedisi Patriot adalah langkah strategis untuk mengidentifikasi potensi dan menyelesaikan isu-isu di area transmigrasi.",0,www.detik.com
"Menag Nasaruddin Terjerat Kasus Korupsi. Akun Facebook “PitriYani Real” pada Rabu (20/5/2026) membagikan video dengan narasi:“dedi mulyadi sindir mentri agama 👇Amat miris .. Tuhan saja Dibohongi KDM sangat Terkejut M3ntri 4gama Terjerat kasus korupsi KPK Langsung sita 1,6 juga dolar, Rumah mewah beserta mobil mewahnya Agama s4ja dipermainkan Apalagi kami r4kyat kecil Kasih 👍 yang setuju dengan KDM”Per Senin (25/5/2026) konten tersebut telah mendapat lebih dari 1.8 ribu tanda suka, menuai 551 komentar, dan dibagikan ulang sebanyak 104 kali oleh pengguna Facebook lainnya.",1,TurnBackHoax_Cleaned
